Year,Month,Days,Date,Max_temp,Min_temp,Rainfall,Solar_exposure
2017,5,Saturday,2017/5/6,19.5,9.2,0,5.9
2017,5,Sunday,2017/5/7,14.5,6.6,0.2,7.2
2017,5,Monday,2017/5/8,15.2,6.7,0,6.9
2017,5,Tuesday,2017/5/9,15.8,9.4,1.4,7.2
2017,5,Wednesday,2017/5/10,17.2,5.9,0,11.4
2017,5,Thursday,2017/5/11,16.6,4.4,0,9.1
2017,5,Friday,2017/5/12,19.2,4.5,0,9.6
2017,5,Saturday,2017/5/13,15.2,7.4,0,9.7
2017,5,Sunday,2017/5/14,13.5,3.9,0,6.5
2017,5,Monday,2017/5/15,15.3,5.9,0,7.8
2017,5,Tuesday,2017/5/16,18.2,3.6,0.2,10.8
2017,5,Wednesday,2017/5/17,15.8,8.6,0.6,4
2017,5,Thursday,2017/5/18,19.7,7.6,0,8.6
2017,5,Friday,2017/5/19,17.2,9.1,0.2,4.7
2017,5,Saturday,2017/5/20,18.5,9.3,4.8,10.1
2017,5,Sunday,2017/5/21,17.5,9.6,0,7.9
2017,5,Monday,2017/5/22,19.1,10.9,0,10.2
2017,5,Tuesday,2017/5/23,18,13.4,0,8.8
2017,5,Wednesday,2017/5/24,17.1,7.9,0,8.7
2017,5,Thursday,2017/5/25,17.4,11.4,0,6.5
2017,5,Friday,2017/5/26,17.4,11.3,0,8.7
2017,5,Saturday,2017/5/27,17.8,10.1,0,8
2017,5,Sunday,2017/5/28,14.1,8.8,5.8,6
2017,5,Monday,2017/5/29,14,4,1,8.6
2017,5,Tuesday,2017/5/30,13.4,8.8,0.6,6.8
2017,5,Wednesday,2017/5/31,12.6,4.4,0,8.6
2017,6,Thursday,2017/6/1,12.8,6.6,0,5.9
2017,6,Friday,2017/6/2,14.4,5,0,7.4
2017,6,Saturday,2017/6/3,14.2,7.3,0,6.9
2017,6,Sunday,2017/6/4,14.9,3.1,0.2,9.5
2017,6,Monday,2017/6/5,17.5,4.9,0,6
2017,6,Tuesday,2017/6/6,12.8,7.2,6.8,6.3
2017,6,Wednesday,2017/6/7,13.5,5.1,1.8,9.2
2017,6,Thursday,2017/6/8,14.7,2.4,0,7.9
2017,6,Friday,2017/6/9,14.2,6.5,4.6,8.3
2017,6,Saturday,2017/6/10,14.5,5.8,0,8.9
2017,6,Sunday,2017/6/11,16.8,3.4,0,8.8
2017,6,Monday,2017/6/12,16.9,6.9,0,6.4
2017,6,Tuesday,2017/6/13,13.7,5.5,0,7.1
2017,6,Wednesday,2017/6/14,16.1,2.1,0,9.2
2017,6,Thursday,2017/6/15,17.1,6.5,0,7.3
2017,6,Friday,2017/6/16,16.6,6.3,0,8.7
2017,6,Saturday,2017/6/17,15.3,4.1,0,9
2017,6,Sunday,2017/6/18,15.9,5.9,0,7.4
2017,6,Monday,2017/6/19,15.7,5.3,0,6.6
2017,6,Tuesday,2017/6/20,15.3,4.9,0,9.2
2017,6,Wednesday,2017/6/21,13.2,7.7,0.2,4.5
2017,6,Thursday,2017/6/22,13,2.4,0,5.4
2017,6,Friday,2017/6/23,13.2,5.5,0,8.5
2017,6,Saturday,2017/6/24,12.6,5.7,1.2,7.8
2017,6,Sunday,2017/6/25,13.9,5.5,0,6.8
2017,6,Monday,2017/6/26,12.8,5.6,0.4,6.3
2017,6,Tuesday,2017/6/27,10.6,5.8,0.4,3.9
2017,6,Wednesday,2017/6/28,13.8,7.2,0,6.3
2017,6,Thursday,2017/6/29,12.2,7.5,0,5.7
2017,6,Friday,2017/6/30,11.7,4.5,0.8,7.2
2017,7,Saturday,2017/7/1,12.6,-0.4,0,9.4
2017,7,Sunday,2017/7/2,12.6,-0.6,0,9.2
2017,7,Monday,2017/7/3,12.9,2.7,0,4
2017,7,Tuesday,2017/7/4,15.9,7.7,4,8.3
2017,7,Wednesday,2017/7/5,14.3,8.7,0.2,7.3
2017,7,Thursday,2017/7/6,14.4,2.6,0,9.2
2017,7,Friday,2017/7/7,12.8,6.6,0,9.6
2017,7,Saturday,2017/7/8,13.9,4,0,6.5
2017,7,Sunday,2017/7/9,14.1,4.8,0,8.8
2017,7,Monday,2017/7/10,16,4.8,0,8
2017,7,Tuesday,2017/7/11,13.8,3.9,1,8.2
2017,7,Wednesday,2017/7/12,14.3,1.6,0,9.7
2017,7,Thursday,2017/7/13,12.6,3.7,0,5.4
2017,7,Friday,2017/7/14,14.9,8.6,0.4,9
2017,7,Saturday,2017/7/15,12.4,1.9,0.2,8.5
2017,7,Sunday,2017/7/16,11.3,2.7,0,8.6
2017,7,Monday,2017/7/17,14.9,5.2,0,5.3
2017,7,Tuesday,2017/7/18,14.2,7.4,0.4,8.1
2017,7,Wednesday,2017/7/19,12.1,6.5,2.8,6.5
2017,7,Thursday,2017/7/20,10.7,4.9,2.8,7.7
2017,7,Friday,2017/7/21,14.1,1.3,1.6,10.6
2017,7,Saturday,2017/7/22,12.1,3.9,0,6.7
2017,7,Sunday,2017/7/23,14.6,6.3,0,6.9
2017,7,Monday,2017/7/24,15.4,4.3,3.8,7.7
2017,7,Tuesday,2017/7/25,16.6,7.9,0,9.8
2017,7,Wednesday,2017/7/26,14.9,8.3,0,8.1
2017,7,Thursday,2017/7/27,12.2,3.6,0,8
2017,7,Friday,2017/7/28,14.7,5.4,0.6,9.2
2017,7,Saturday,2017/7/29,16.1,7.9,0,11.2
2017,7,Sunday,2017/7/30,17,8.7,0,10.5
2017,7,Monday,2017/7/31,14.7,2.9,0,11.5
2017,8,Tuesday,2017/8/1,14.7,2.6,0,11.5
2017,8,Wednesday,2017/8/2,12.5,0.9,0,9
2017,8,Thursday,2017/8/3,8.3,1,0,3.5
2017,8,Friday,2017/8/4,11.8,3.4,6.6,7.1
2017,8,Saturday,2017/8/5,13.7,7.2,0.2,11.9
2017,8,Sunday,2017/8/6,12,7.2,0.2,7.9
2017,8,Monday,2017/8/7,12.1,6,0.6,6.9
2017,8,Tuesday,2017/8/8,14.8,4.8,3.4,8.5
2017,8,Wednesday,2017/8/9,15.9,6.1,0,11.6
2017,8,Thursday,2017/8/10,18.1,10.1,0,12
2017,8,Friday,2017/8/11,16.2,7.1,0,9
2017,8,Saturday,2017/8/12,17.9,9.1,0.6,9.3
2017,8,Sunday,2017/8/13,18,7.9,0,11.8
2017,8,Monday,2017/8/14,19.8,10.2,0,13.1
2017,8,Tuesday,2017/8/15,16.6,8.6,0,3.7
2017,8,Wednesday,2017/8/16,17.6,9.3,0.2,13
2017,8,Thursday,2017/8/17,15.7,7.5,3.6,9.4
2017,8,Friday,2017/8/18,11.7,5.2,2.8,9.8
2017,8,Saturday,2017/8/19,11,4,3.2,10
2017,8,Sunday,2017/8/20,12.9,1.5,1.8,14.1
2017,8,Monday,2017/8/21,12.4,5.9,0.4,8.5
2017,8,Tuesday,2017/8/22,17,4.3,0.8,10.7
2017,8,Wednesday,2017/8/23,17.5,7.3,0,9.3
2017,8,Thursday,2017/8/24,13.5,4.2,6,10.8
2017,8,Friday,2017/8/25,13.7,2.7,0.2,12.1
2017,8,Saturday,2017/8/26,14.8,8.5,0,7.7
2017,8,Sunday,2017/8/27,9.5,4.3,6,11.5
2017,8,Monday,2017/8/28,11.7,2.9,2,9.2
2017,8,Tuesday,2017/8/29,13,2.7,0.4,8
2017,8,Wednesday,2017/8/30,12.4,4,0,9.4
2017,8,Thursday,2017/8/31,14.3,0.8,1,15.9
2017,9,Friday,2017/9/1,16.9,1.1,0,12.6
2017,9,Saturday,2017/9/2,16.1,9.6,0,6.5
2017,9,Sunday,2017/9/3,16,10.6,0.2,9.2
2017,9,Monday,2017/9/4,13.4,6.2,2.6,12.5
2017,9,Tuesday,2017/9/5,13.4,4.5,0.6,11.4
2017,9,Wednesday,2017/9/6,15.4,4.2,5.6,10.1
2017,9,Thursday,2017/9/7,15,4.6,1.8,11.5
2017,9,Friday,2017/9/8,13.9,6.4,4,14.1
2017,9,Saturday,2017/9/9,15.3,5.2,0.4,14.4
2017,9,Sunday,2017/9/10,15.9,3,0,14.2
2017,9,Monday,2017/9/11,16.9,7.1,0,7.8
2017,9,Tuesday,2017/9/12,21,10.8,0.6,5.6
2017,9,Wednesday,2017/9/13,16.1,9.2,1.6,11.2
2017,9,Thursday,2017/9/14,14.5,4.1,0.8,12
2017,9,Friday,2017/9/15,17.1,8.3,0,9.1
2017,9,Saturday,2017/9/16,13.6,6,4.6,15.3
2017,9,Sunday,2017/9/17,17.8,1.8,0.2,19.1
2017,9,Monday,2017/9/18,21.6,9.3,0,15.9
2017,9,Tuesday,2017/9/19,14.5,6.9,0.6,13.6
2017,9,Wednesday,2017/9/20,18.9,4.5,0,18.5
2017,9,Thursday,2017/9/21,22.8,11.3,0,13.1
2017,9,Friday,2017/9/22,25.2,9.9,0,19
2017,9,Saturday,2017/9/23,30.2,14,0,19.3
2017,9,Sunday,2017/9/24,19.4,9.6,0.4,18.7
2017,9,Monday,2017/9/25,15,9.3,2.8,8.9
2017,9,Tuesday,2017/9/26,16.3,2.1,1,19.7
2017,9,Wednesday,2017/9/27,24.3,7.4,0,17
2017,9,Thursday,2017/9/28,18.8,6.9,0,16.1
2017,9,Friday,2017/9/29,18.4,7.4,0,17.6
2017,9,Saturday,2017/9/30,16.5,8.8,0.2,15.2
2017,10,Sunday,2017/10/1,18.5,6.1,0.2,10.3
2017,10,Monday,2017/10/2,18.1,5.7,1.4,16.4
2017,10,Tuesday,2017/10/3,23.4,4.2,0,21.7
2017,10,Wednesday,2017/10/4,26.3,5.3,0,20.2
2017,10,Thursday,2017/10/5,21.2,11.7,0,8.9
2017,10,Friday,2017/10/6,16.2,8.5,0,14.3
2017,10,Saturday,2017/10/7,23.5,4.7,0,17.7
2017,10,Sunday,2017/10/8,24.9,10.9,0,19.2
2017,10,Monday,2017/10/9,19.9,12.8,1,17.8
2017,10,Tuesday,2017/10/10,21.1,4.5,0,23.5
2017,10,Wednesday,2017/10/11,24.9,7,0,7.8
2017,10,Thursday,2017/10/12,18.8,6.9,5.8,17.2
2017,10,Friday,2017/10/13,17.6,8.2,0,6.8
2017,10,Saturday,2017/10/14,17.8,5.5,0,22.8
2017,10,Sunday,2017/10/15,21.7,3.7,0,24.4
2017,10,Monday,2017/10/16,28.6,8.7,0,24
2017,10,Tuesday,2017/10/17,30.4,12.4,0,24.8
2017,10,Wednesday,2017/10/18,30.5,11.5,0,24.9
2017,10,Thursday,2017/10/19,25.7,19.3,0,11.7
2017,10,Friday,2017/10/20,16.8,7.2,3.4,21.4
2017,10,Saturday,2017/10/21,15.1,9.9,0,8
2017,10,Sunday,2017/10/22,17.2,9.4,0,9.5
2017,10,Monday,2017/10/23,21.4,10.3,0,24.7
2017,10,Tuesday,2017/10/24,24.4,9.2,0,13.3
2017,10,Wednesday,2017/10/25,18,12.7,12.6,13
2017,10,Thursday,2017/10/26,16.8,11.3,0.2,7.2
2017,10,Friday,2017/10/27,27,11.8,0,26.3
2017,10,Saturday,2017/10/28,21.9,14.4,0,18.3
2017,10,Sunday,2017/10/29,28.7,9,0,26.9
2017,10,Monday,2017/10/30,15.8,6.9,4.8,18.1
2017,10,Tuesday,2017/10/31,16.9,5.2,3.8,19.5
2017,11,Wednesday,2017/11/1,18.5,11.2,0,10.4
2017,11,Thursday,2017/11/2,15.5,9.1,2.2,8.5
2017,11,Friday,2017/11/3,17,8,0.4,19.8
2017,11,Saturday,2017/11/4,16.4,3.9,0,22.5
2017,11,Sunday,2017/11/5,18,3.2,0,24.8
2017,11,Monday,2017/11/6,17.4,7.3,0.6,17.1
2017,11,Tuesday,2017/11/7,16,8.7,0,16.2
2017,11,Wednesday,2017/11/8,18.9,10.1,0,25.3
2017,11,Thursday,2017/11/9,23.3,7.5,0,28.5
2017,11,Friday,2017/11/10,28,10.2,0,22.7
2017,11,Saturday,2017/11/11,27.9,12.4,0,28
2017,11,Sunday,2017/11/12,27.6,12.6,0,26.6
2017,11,Monday,2017/11/13,33.9,10.7,0,25.9
2017,11,Tuesday,2017/11/14,34.4,16.9,0,28.9
2017,11,Wednesday,2017/11/15,30.9,22,0,14.1
2017,11,Thursday,2017/11/16,21.2,16.4,2.8,5.5
2017,11,Friday,2017/11/17,27.1,14.4,7.8,21.5
2017,11,Saturday,2017/11/18,29.4,12.6,0,22.9
2017,11,Sunday,2017/11/19,29.3,13.4,30.8,23.4
2017,11,Monday,2017/11/20,31.4,14.4,0,27.8
2017,11,Tuesday,2017/11/21,32.5,14.3,0,27.6
2017,11,Wednesday,2017/11/22,33,16.2,0,30.5
2017,11,Thursday,2017/11/23,33.9,11.6,0,28.9
2017,11,Friday,2017/11/24,31.6,15.9,0.4,16.1
2017,11,Saturday,2017/11/25,33.4,17.1,1.6,18.5
2017,11,Sunday,2017/11/26,27.5,18.6,3,
2017,11,Monday,2017/11/27,22.4,15.2,2,16.8
2017,11,Tuesday,2017/11/28,30.6,11.2,0,30.8
2017,11,Wednesday,2017/11/29,35.9,17.6,0,29.7
2017,11,Thursday,2017/11/30,35.3,21.1,0,27
2017,12,Friday,2017/12/1,24.7,20.3,1.2,3.7
2017,12,Saturday,2017/12/2,15.1,13.4,32.4,3.6
2017,12,Sunday,2017/12/3,16.4,10.5,18.8,11.7
2017,12,Monday,2017/12/4,16.4,10.6,12,6.5
2017,12,Tuesday,2017/12/5,22.3,9.8,3.8,19.5
2017,12,Wednesday,2017/12/6,22.4,11.4,0,19.5
2017,12,Thursday,2017/12/7,23.6,9.5,0,19.2
2017,12,Friday,2017/12/8,19.8,9,20.6,24.2
2017,12,Saturday,2017/12/9,24.6,10.5,0,21.5
2017,12,Sunday,2017/12/10,23.6,11.9,0,30.7
2017,12,Monday,2017/12/11,21.8,13.1,0,29.5
2017,12,Tuesday,2017/12/12,27.9,14.6,0,31.2
2017,12,Wednesday,2017/12/13,37.4,12.9,0,32
2017,12,Thursday,2017/12/14,25.4,20.4,0,20
2017,12,Friday,2017/12/15,26.1,12.5,0,32.1
2017,12,Saturday,2017/12/16,25.1,11.3,0,32
2017,12,Sunday,2017/12/17,25.6,12.2,0,30.2
2017,12,Monday,2017/12/18,33.8,14.6,0,23.5
2017,12,Tuesday,2017/12/19,38.3,20,0,20
2017,12,Wednesday,2017/12/20,24.8,15,15,18.3
2017,12,Thursday,2017/12/21,24.6,9.8,0.2,32.2
2017,12,Friday,2017/12/22,28.7,11.7,0,27.4
2017,12,Saturday,2017/12/23,31.5,12.4,0,18.5
2017,12,Sunday,2017/12/24,20.1,13.6,0.8,24.1
2017,12,Monday,2017/12/25,21.5,12.8,0,29.5
2017,12,Tuesday,2017/12/26,30.1,10,0,31.4
2017,12,Wednesday,2017/12/27,34.7,16.8,0,31.5
2017,12,Thursday,2017/12/28,32.7,22.4,0,13.2
2017,12,Friday,2017/12/29,24.8,17.8,5.2,6.5
2017,12,Saturday,2017/12/30,22.2,13,13.6,19.1
2017,12,Sunday,2017/12/31,26.2,9,0.8,31.7
2018,1,Monday,2018/1/1,26.2,14,0,31.5
2018,1,Tuesday,2018/1/2,23.6,15.5,0,25.9
2018,1,Wednesday,2018/1/3,22.3,11.2,0,28.5
2018,1,Thursday,2018/1/4,25.5,11.5,0,31.7
2018,1,Friday,2018/1/5,30.5,12.2,0,31.8
2018,1,Saturday,2018/1/6,41.5,16.6,0,31.8
2018,1,Sunday,2018/1/7,22,15.7,0,11.2
2018,1,Monday,2018/1/8,23.6,15.9,0,17.2
2018,1,Tuesday,2018/1/9,22.8,13.9,0,22.7
2018,1,Wednesday,2018/1/10,25.5,12.1,0,27.1
2018,1,Thursday,2018/1/11,35.1,13.3,0,25.5
2018,1,Friday,2018/1/12,30.4,21.8,0,5.1
2018,1,Saturday,2018/1/13,22.1,13.5,3.8,12.3
2018,1,Sunday,2018/1/14,19.8,10.3,15.2,24.7
2018,1,Monday,2018/1/15,21.7,12.4,0,16.1
2018,1,Tuesday,2018/1/16,26.3,10.9,0,31.1
2018,1,Wednesday,2018/1/17,32.1,10.4,0,30.9
2018,1,Thursday,2018/1/18,39.8,14.5,0,30.9
2018,1,Friday,2018/1/19,42.4,21.3,0,30.6
2018,1,Saturday,2018/1/20,27.1,17.3,0,20.5
2018,1,Sunday,2018/1/21,29.8,19.3,0.4,14.2
2018,1,Monday,2018/1/22,27.8,18.5,0,28.9
2018,1,Tuesday,2018/1/23,25.3,16.9,0,27.1
2018,1,Wednesday,2018/1/24,25.6,12.9,0,27.2
2018,1,Thursday,2018/1/25,30.1,15.9,0,27.5
2018,1,Friday,2018/1/26,31.3,18.3,3.4,17.2
2018,1,Saturday,2018/1/27,33.7,20.2,3.8,26.1
2018,1,Sunday,2018/1/28,38.7,21.3,0,29.5
2018,1,Monday,2018/1/29,34.5,26.5,0,8.8
2018,1,Tuesday,2018/1/30,19.9,14.3,43.6,10.3
2018,1,Wednesday,2018/1/31,19,11.7,0,17.5
2018,2,Thursday,2018/2/1,22.7,8.3,0,28.7
2018,2,Friday,2018/2/2,23.3,12.8,0,26.8
2018,2,Saturday,2018/2/3,27.8,12.6,0,28.1
2018,2,Sunday,2018/2/4,27.8,13.4,0,28.5
2018,2,Monday,2018/2/5,28.1,15.3,0,25.5
2018,2,Tuesday,2018/2/6,30.8,15.5,0,28
2018,2,Wednesday,2018/2/7,37.4,16.1,0,27.4
2018,2,Thursday,2018/2/8,29.9,19.5,0,19.5
2018,2,Friday,2018/2/9,27,19.1,0,15.6
2018,2,Saturday,2018/2/10,31.2,17.2,0,3.9
2018,2,Sunday,2018/2/11,22.1,12.1,0.8,16.5
2018,2,Monday,2018/2/12,23.7,14.4,0,21.9
2018,2,Tuesday,2018/2/13,30,11,0,25.3
2018,2,Wednesday,2018/2/14,23.9,16.4,0,25.3
2018,2,Thursday,2018/2/15,24.2,9.6,0,19
2018,2,Friday,2018/2/16,23.8,12.8,0,23.4
2018,2,Saturday,2018/2/17,27.5,9.6,0,25.4
2018,2,Sunday,2018/2/18,26.5,11.3,0,18.7
2018,2,Monday,2018/2/19,26.7,16.9,0.4,14.5
2018,2,Tuesday,2018/2/20,29.3,11.4,0,25.5
2018,2,Wednesday,2018/2/21,29.3,13.8,0,12.5
2018,2,Thursday,2018/2/22,29.1,18.4,0,10.6
2018,2,Friday,2018/2/23,34.5,19.6,0.6,14.8
2018,2,Saturday,2018/2/24,33.8,22.1,0.4,6.5
2018,2,Sunday,2018/2/25,19.3,15.1,0,9.8
2018,2,Monday,2018/2/26,26.9,10.4,0,24.2
2018,2,Tuesday,2018/2/27,31.7,12.5,0,23.8
2018,2,Wednesday,2018/2/28,32,17.8,0,21.8
2018,3,Thursday,2018/3/1,21.9,14.3,0.4,14.7
2018,3,Friday,2018/3/2,24.4,13.9,0.2,18
2018,3,Saturday,2018/3/3,34.2,11.9,0,21.8
2018,3,Sunday,2018/3/4,22.5,11.6,0,18.3
2018,3,Monday,2018/3/5,21.4,12.6,0,15.3
2018,3,Tuesday,2018/3/6,26.4,10.2,0,22.4
2018,3,Wednesday,2018/3/7,29.8,11.2,0,22.1
2018,3,Thursday,2018/3/8,31.4,13.4,0,21.9
2018,3,Friday,2018/3/9,31.7,11.4,0,21.7
2018,3,Saturday,2018/3/10,36,12.4,0,21.4
2018,3,Sunday,2018/3/11,26.1,17.3,0,15
2018,3,Monday,2018/3/12,21.4,14.4,0,12
2018,3,Tuesday,2018/3/13,22.3,13.3,0.4,14.6
2018,3,Wednesday,2018/3/14,22.7,12.1,0,18.5
2018,3,Thursday,2018/3/15,22.3,12.8,0,13.3
2018,3,Friday,2018/3/16,27.2,10.7,0,14.4
2018,3,Saturday,2018/3/17,31.7,14.3,0,12.9
2018,3,Sunday,2018/3/18,24.2,22.5,0,13.2
2018,3,Monday,2018/3/19,27.9,10,0,18.5
2018,3,Tuesday,2018/3/20,18.4,14.5,0,8.3
2018,3,Wednesday,2018/3/21,26.1,8.2,0,18.6
2018,3,Thursday,2018/3/22,27.9,9.4,0,18.5
2018,3,Friday,2018/3/23,29.2,14.2,0,18.4
2018,3,Saturday,2018/3/24,24.1,19.3,0,6.4
2018,3,Sunday,2018/3/25,25.8,17.1,25.6,13.5
2018,3,Monday,2018/3/26,19.7,8.9,3.4,11.9
2018,3,Tuesday,2018/3/27,22.2,7.4,0,13.6
2018,3,Wednesday,2018/3/28,30.7,10.3,0,17.7
2018,3,Thursday,2018/3/29,23,14.8,0,15.6
2018,3,Friday,2018/3/30,24.7,10.6,0,14.4
2018,3,Saturday,2018/3/31,23.8,10.3,0,17.1
2018,4,Sunday,2018/4/1,28.4,11,0,10.8
2018,4,Monday,2018/4/2,21.4,13.3,0,13.6
2018,4,Tuesday,2018/4/3,20.5,10.6,0,14.2
2018,4,Wednesday,2018/4/4,23.3,12.1,0,16.7
2018,4,Thursday,2018/4/5,20.4,11.8,0,11.8
2018,4,Friday,2018/4/6,21,12,0,10.1
2018,4,Saturday,2018/4/7,22.8,8.1,0,16
2018,4,Sunday,2018/4/8,31.3,11.6,0,14.3
2018,4,Monday,2018/4/9,26.2,12.3,0,15.8
2018,4,Tuesday,2018/4/10,28,13.1,0,5.3
2018,4,Wednesday,2018/4/11,30.4,16.3,0.2,13.1
2018,4,Thursday,2018/4/12,28.2,14,0,6.5
2018,4,Friday,2018/4/13,25.8,9.9,0,14.6
2018,4,Saturday,2018/4/14,15.4,10.2,0,4.4
2018,4,Sunday,2018/4/15,19.6,8.3,5.8,4.5
2018,4,Monday,2018/4/16,22.2,13.7,0.4,8.4
2018,4,Tuesday,2018/4/17,16.3,10.4,0,9
2018,4,Wednesday,2018/4/18,24.1,3.4,0,14
2018,4,Thursday,2018/4/19,24,9,0,13.1
2018,4,Friday,2018/4/20,22,6,0,14
2018,4,Saturday,2018/4/21,24.8,8.8,0,11.5
2018,4,Sunday,2018/4/22,23.2,7.4,0,13
2018,4,Monday,2018/4/23,28.7,7.5,0,13
2018,4,Tuesday,2018/4/24,24.2,11.4,0,5.6
2018,4,Wednesday,2018/4/25,21.6,15.1,0.6,10.2
2018,4,Thursday,2018/4/26,18.6,8.7,0,7.7
2018,4,Friday,2018/4/27,17.4,8.1,0,8.7
2018,4,Saturday,2018/4/28,18.6,7.5,0,12
2018,4,Sunday,2018/4/29,18.4,10.3,0,9.6
2018,4,Monday,2018/4/30,20.9,7.5,0,12.1
2018,5,Tuesday,2018/5/1,24.1,5,0,12.4
2018,5,Wednesday,2018/5/2,22.9,12.2,0,6.1
2018,5,Thursday,2018/5/3,24.7,14.3,0,7
2018,5,Friday,2018/5/4,16.5,9.8,3.4,6.2
2018,5,Saturday,2018/5/5,20.8,8.9,0.4,9.4
2018,5,Sunday,2018/5/6,21,8.9,0,10.5
2018,5,Monday,2018/5/7,19.1,9.9,0,5.2
2018,5,Tuesday,2018/5/8,18.7,10.9,0.4,11.1
2018,5,Wednesday,2018/5/9,18.4,7.1,0,8.2
2018,5,Thursday,2018/5/10,13.4,6.4,9.4,9.1
2018,5,Friday,2018/5/11,13.3,5.9,15.2,3.6
2018,5,Saturday,2018/5/12,16.2,9.9,16.8,6.6
2018,5,Sunday,2018/5/13,16,10.5,5,9.1
2018,5,Monday,2018/5/14,15.4,6.1,0,10
2018,5,Tuesday,2018/5/15,13.8,6.9,0,5
2018,5,Wednesday,2018/5/16,14,6.4,1.6,5.8
2018,5,Thursday,2018/5/17,13.9,8.7,0,5.5
2018,5,Friday,2018/5/18,17.2,10.8,0.6,7.2
2018,5,Saturday,2018/5/19,14.3,7.8,0,6.5
2018,5,Sunday,2018/5/20,16,9.7,0,3.1
2018,5,Monday,2018/5/21,15.4,9.5,1,5.9
2018,5,Tuesday,2018/5/22,16,11.8,1,3.4
2018,5,Wednesday,2018/5/23,14.1,9.3,0.2,4.5
2018,5,Thursday,2018/5/24,15.7,11.2,0.2,5
2018,5,Friday,2018/5/25,15.9,10,0,9.8
2018,5,Saturday,2018/5/26,19.8,2.6,0,9.9
2018,5,Sunday,2018/5/27,19.9,7.7,0,8.3
2018,5,Monday,2018/5/28,20.8,13.4,0,4.3
2018,5,Tuesday,2018/5/29,16.9,11.4,2,9
2018,5,Wednesday,2018/5/30,14.9,5,0,8.7
2018,5,Thursday,2018/5/31,14,8,2.8,7.6
2018,6,Friday,2018/6/1,14.1,1.8,0,9.7
2018,6,Saturday,2018/6/2,14,2.3,0,9.7
2018,6,Sunday,2018/6/3,13.7,3.4,0.2,8.5
2018,6,Monday,2018/6/4,15,4.9,0,9.1
2018,6,Tuesday,2018/6/5,15.1,8.3,1.8,8.6
2018,6,Wednesday,2018/6/6,18.7,3.2,0,9.5
2018,6,Thursday,2018/6/7,17.5,6.7,0,4.5
2018,6,Friday,2018/6/8,12.7,11.7,0,2.5
2018,6,Saturday,2018/6/9,16.3,8.2,1.8,7
2018,6,Sunday,2018/6/10,15.6,3,0.2,9.4
2018,6,Monday,2018/6/11,16,4.2,0.2,9.1
2018,6,Tuesday,2018/6/12,15.7,9.3,1.8,8.2
2018,6,Wednesday,2018/6/13,13.2,6.2,0.2,6.7
2018,6,Thursday,2018/6/14,13.9,6.1,4.8,8.7
2018,6,Friday,2018/6/15,13.7,9,0.4,5
2018,6,Saturday,2018/6/16,12.8,4.6,0.8,7.3
2018,6,Sunday,2018/6/17,11.7,6.1,19.8,3.5
2018,6,Monday,2018/6/18,10.7,7.5,36.6,3.7
2018,6,Tuesday,2018/6/19,12.9,1.4,2,9.1
2018,6,Wednesday,2018/6/20,14.7,2.5,0,8
2018,6,Thursday,2018/6/21,14.8,2.6,0,9.3
2018,6,Friday,2018/6/22,15,3,0,7.9
2018,6,Saturday,2018/6/23,13,4.9,0,5.3
2018,6,Sunday,2018/6/24,12.3,6.9,0.2,6.2
2018,6,Monday,2018/6/25,12.5,5.4,0,6.4
2018,6,Tuesday,2018/6/26,13.7,7.3,0,8.2
2018,6,Wednesday,2018/6/27,12.7,2.5,0,5
2018,6,Thursday,2018/6/28,9.6,2.8,0,4.7
2018,6,Friday,2018/6/29,12.1,4.7,0.2,5.3
2018,6,Saturday,2018/6/30,13.9,7.9,0.4,6.3
2018,7,Sunday,2018/7/1,14.2,3,0.6,9.2
2018,7,Monday,2018/7/2,13.8,1.9,0,9.5
2018,7,Tuesday,2018/7/3,14.1,5.4,0,6.4
2018,7,Wednesday,2018/7/4,15.7,9.1,0,5.2
2018,7,Thursday,2018/7/5,17.9,9.6,0,6.8
2018,7,Friday,2018/7/6,14.4,8.4,0,8.7
2018,7,Saturday,2018/7/7,12.1,7.8,1.4,7.4
2018,7,Sunday,2018/7/8,13.7,7.3,0.6,7.8
2018,7,Monday,2018/7/9,13.8,7.7,0.2,7.4
2018,7,Tuesday,2018/7/10,11.2,5.9,0,7.1
2018,7,Wednesday,2018/7/11,9.8,4.8,0,7.8
2018,7,Thursday,2018/7/12,11.9,1.9,0.2,8.9
2018,7,Friday,2018/7/13,13.2,5.2,0,7.2
2018,7,Saturday,2018/7/14,14.3,2.4,0,10.1
2018,7,Sunday,2018/7/15,12.6,3.6,0,10.2
2018,7,Monday,2018/7/16,12.8,5.9,0,7.3
2018,7,Tuesday,2018/7/17,16.3,6.1,0,8.6
2018,7,Wednesday,2018/7/18,14.3,4.7,1.4,10.4
2018,7,Thursday,2018/7/19,18.3,6.7,0,8.3
2018,7,Friday,2018/7/20,11.7,4.7,2.2,7.5
2018,7,Saturday,2018/7/21,13.1,4.1,0.4,7.1
2018,7,Sunday,2018/7/22,13.6,5.8,0,10.7
2018,7,Monday,2018/7/23,12.8,5.7,1,6.9
2018,7,Tuesday,2018/7/24,15.9,6.4,0.4,8.2
2018,7,Wednesday,2018/7/25,15,5.6,3.8,10.4
2018,7,Thursday,2018/7/26,14,5.5,0.6,8.9
2018,7,Friday,2018/7/27,18.8,7.2,0,9.9
2018,7,Saturday,2018/7/28,17.9,8.4,0,7.9
