"car_travel_time","bike_travel_time","walk_travel_time","transit_travel_time","transit_headway","choice","av1","av2","av3","av4","numstops","triptime","waitime","cumdist","totalbikes","totalvehs","male","female","nocarlicence","greenlicence","fulllicence","trippurp1","trippurp2","trippurp3","trippurp4","trippurp5","trippurp6","trippurp7","trippurp8"
"35","96","365","155","28",4,1,1,1,1,"2","40","0","26.546","2","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"45","109","366","121","20",4,1,1,1,1,"2","65","0","24.615","2","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"45","104","358","146","31",4,1,1,1,1,"2","30","0","24.615","2","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"45","90","297","133","20",4,1,1,1,1,"2","60","0","18.53","2","3",0,1,0,0,1,0,0,1,0,0,0,0,0
"40","80","290","110","19",4,1,1,1,1,"2","35","0","18.53","2","3",0,1,0,0,1,0,0,1,0,0,0,0,0
"23","60","227","108","10",4,1,1,1,1,"6","35","0","15.497","1","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"27","71","223","104","25",4,1,1,1,1,"6","35","0","15.497","1","1",0,1,0,0,1,0,0,0,0,0,0,1,0
"14","33","114","72","40",4,1,1,1,1,"2","12","0","3.79","1","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"14","28","110","105","20",4,1,1,1,1,"2","12","0","3.79","1","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"16","46","198","122","46",4,1,1,1,1,"3","30","0","18.668","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"14","36","184","49","9",4,1,1,1,1,"3","10","0","11.616","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"16","30","115","120","31",4,1,1,1,1,"3","15","0","8.28","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"14","47","163","163","0",4,1,1,1,1,"4","15","0","14.231","3","5",0,1,0,0,1,0,0,0,0,0,0,0,1
"16","47","163","163","0",4,1,1,1,1,"4","15","0","14.231","3","5",0,1,0,0,1,0,0,0,0,0,0,0,1
"5","8","24","17","22",4,1,1,1,1,"4","5","0","2.356","3","5",0,1,0,0,1,0,1,0,0,0,0,0,0
"4","6","23","23","30",4,1,1,1,1,"4","5","0","2.356","3","5",0,1,0,0,1,0,1,0,0,0,0,0,0
"7","9","25","11","15",4,1,1,1,1,"2","5","0","2.644","3","5",1,0,0,0,1,0,0,0,0,0,0,0,0
"5","10","26","13","15",4,1,1,1,1,"2","5","0","2.644","3","5",1,0,0,0,1,0,0,0,0,0,0,0,0
"10","19","63","47","635",4,1,1,1,1,"4","10","0","5.26","0","3",0,1,0,0,1,0,0,0,1,0,0,0,0
"4","5","18","14","5",4,1,1,1,1,"8","11","0","2.291","3","5",0,1,0,0,0,0,1,0,0,0,0,0,0
"10","17","62","31","40",4,1,1,1,1,"4","15","0","5.26","0","3",0,1,0,0,1,0,0,0,1,0,0,0,0
"13","25","77","40","20",4,1,1,1,1,"4","15","0","5.76","0","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","21","74","35","32",4,1,1,1,1,"4","15","0","5.76","0","3",0,1,0,0,1,0,1,0,0,0,0,0,0
"10","20","63","39","30",4,1,1,1,1,"4","12","0","5.26","0","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"10","17","62","28","13",4,1,1,1,1,"4","12","0","5.26","0","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"29","61","215","100","37",4,1,1,1,1,"4","40","0","18.644","0","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"23","54","208","85","31",4,1,1,1,1,"4","60","0","18.644","0","3",1,0,0,0,1,0,0,0,0,0,0,0,1
"25","118","354","99","16",4,1,1,1,1,"6","30","0","28.047","0","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"29","119","352","116","40",4,1,1,1,1,"6","30","0","28.047","0","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"9","11","25","11","40",4,1,1,1,1,"6","10","0","3.021","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"5","10","25","11","40",4,1,1,1,1,"6","10","0","3.021","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"9","11","25","14","40",4,1,1,1,1,"6","10","0","3.021","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"6","10","25","13","15",4,1,1,1,1,"6","10","0","3.021","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"18","32","121","57","20",4,1,1,1,1,"3","10","0","9.362","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"15","28","114","55","40",4,1,1,1,1,"3","10","0","9.226","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"5","7","23","24","40",4,1,1,1,1,"3","5","0","3.156","0","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"9","11","25","11","40",4,1,1,1,1,"2","10","0","3.021","0","2",0,1,0,0,0,0,0,1,0,0,0,0,0
"6","10","25","13","40",4,1,1,1,1,"2","10","0","3.021","0","2",0,1,0,0,0,0,0,1,0,0,0,0,0
"6","9","25","22","40",1,1,1,1,1,"2","20","0","2.321","0","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"5","7","23","24","40",4,1,1,1,1,"2","5","0","3.156","0","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"22","67","229","69","20",4,1,1,1,1,"4","30","0","18.553","1","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"28","74","226","87","40",4,1,1,1,1,"4","30","0","18.553","1","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"7","9","33","17","40",4,1,1,1,1,"4","10","0","2.765","1","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"6","10","34","17","40",4,1,1,1,1,"4","10","0","2.765","1","1",0,1,0,0,1,0,0,0,1,0,0,0,0
"22","67","229","69","20",4,1,1,1,1,"2","30","0","18.553","1","1",1,0,0,0,1,0,0,0,1,0,0,0,0
"28","74","226","87","40",4,1,1,1,1,"2","30","0","18.553","1","1",1,0,0,0,1,0,0,0,1,0,0,0,0
"16","24","86","32","20",4,1,1,1,1,"2","20","0","7.401","3","5",1,0,0,0,1,0,1,0,0,0,0,0,0
"16","22","84","33","40",4,1,1,1,1,"2","20","0","7.401","3","5",1,0,0,0,1,0,1,0,0,0,0,0,0
"4","7","19","13","5",4,1,1,1,1,"8","10","0","2.291","3","5",0,1,0,0,0,0,1,0,0,0,0,0,0
"5","8","24","18","16",4,1,1,1,1,"3","10","0","2.248","0","3",0,1,0,1,0,0,1,0,0,0,0,0,0
"15","34","136","46","33",4,1,1,1,1,"3","15","0","9.668","0","3",0,1,0,1,0,0,1,0,0,0,0,0,0
"15","49","143","44","40",4,1,1,1,1,"3","20","0","11.911","0","3",0,1,0,1,0,0,0,0,1,0,0,0,0
"30","98","325","85","4",3,1,1,1,1,"8","80","11","30.325","3","5",0,1,0,0,0,0,0,1,0,0,0,0,0
"40","93","318","90","20",3,1,1,1,1,"8","60","4","30.325","3","5",0,1,0,0,0,0,0,1,0,0,0,0,0
"6","13","49","29","20",4,1,1,1,1,"2","15","0","4.015","3","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"7","12","48","33","10",4,1,1,1,1,"2","10","0","4.015","3","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"10","22","67","31","5",4,1,1,1,1,"6","25","0","6.146","3","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"3","4","10","10","0",1,1,1,1,1,"6","5","0","0.466","3","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"4","4","10","10","0",1,1,1,1,1,"6","5","0","0.466","3","3",0,1,0,0,1,0,0,0,0,0,0,1,0
"10","20","65","40","16",4,1,1,1,1,"6","25","0","6.145","3","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"4","6","20","18","20",1,1,1,1,1,"9","5","0","1.089","3","3",0,1,0,0,1,0,0,0,0,0,1,0,0
"4","6","21","15","60",1,1,1,1,1,"9","5","0","1.089","3","3",0,1,0,0,1,0,0,0,0,0,1,0,0
"4","5","18","13","50",4,1,1,1,1,"9","12","0","2.149","3","3",0,1,0,0,1,0,0,0,0,0,0,1,0
"28","93","303","79","10",3,1,1,1,1,"9","70","5","26.795","3","3",0,1,0,0,1,0,0,0,0,0,0,1,0
"26","85","280","90","15",3,1,1,1,1,"9","70","1","27.866","3","3",0,1,0,0,1,0,0,0,0,0,0,0,1
"33","90","360","360","0",4,1,1,1,1,"7","30","0","29.68","0","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"34","96","367","367","0",4,1,1,1,1,"7","30","0","29.68","0","3",1,0,0,0,1,0,0,0,0,0,1,0,0
"15","45","154","45","15",4,1,1,1,1,"7","15","0","13.236","0","3",1,0,0,0,1,0,0,0,0,0,0,0,0
"10","13","44","25","20",4,1,1,1,1,"7","10","0","2.765","0","3",1,0,0,0,1,0,0,0,0,0,0,0,0
"12","26","83","23","20",4,1,1,1,1,"7","15","0","6.514","0","3",1,0,0,0,1,0,0,0,0,0,0,1,0
"12","28","85","33","2",4,1,1,1,1,"7","18","0","6.03","0","3",1,0,0,0,1,0,0,0,0,1,0,0,0
"26","99","332","99","12",4,1,1,1,1,"7","37","0","26.769","0","3",1,0,0,0,1,0,0,0,0,1,0,0,0
"6.5","10","35","20","25",4,1,1,1,1,"2","15","0","2.607","0","3",0,1,0,0,1,0,0,0,0,0,1,0,0
"7","10","37","20","40",4,1,1,1,1,"2","12","0","2.607","0","3",0,1,0,0,1,0,0,0,0,0,1,0,0
"4","5","21","15","20",1,1,1,1,1,"4","15","0","1.705","0","1",1,0,0,0,0,0,0,0,0,1,0,0,0
"4","5","18","16","20",1,1,1,1,1,"2","15","0","1.129","2","4",1,0,0,0,1,0,0,0,1,0,0,0,0
"4","5","18","18","0",1,1,1,1,1,"2","15","0","1.129","2","4",1,0,0,0,1,0,0,0,1,0,0,0,0
"10.5","21","68","54","13",4,1,1,1,1,"3","20","0","5.86","2","4",0,1,0,0,1,0,0,0,0,0,0,1,0
"6.5","9","34","24","20",4,1,1,1,1,"3","25","0","4.706","2","4",0,1,0,0,1,0,0,0,0,0,0,1,0
"6","11","35","20","24",4,1,1,1,1,"3","10","0","2.693","2","4",0,1,0,0,1,0,0,0,0,0,0,1,0
"12","16","57","22","20",4,1,1,1,1,"3","30","0","4.448","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"6","5","18","13","15",4,1,1,1,1,"3","15","0","1.676","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"9.5","13","47","29","20",4,1,1,1,1,"3","30","0","3.607","0","2",1,0,0,0,1,0,0,0,1,0,0,0,0
"8","9","30","18","20",4,1,1,1,1,"5","15","0","2.606","0","2",0,1,0,0,1,0,0,0,0,0,1,0,0
"9","9","31","21","22",4,1,1,1,1,"5","15","0","2.606","0","2",0,1,0,0,1,0,0,0,0,0,1,0,0
"12","16","57","22","20",4,1,1,1,1,"5","30","0","4.448","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"6","5","18","13","15",4,1,1,1,1,"5","15","0","1.676","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"9.5","13","47","29","20",4,1,1,1,1,"5","30","0","3.607","0","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"3","3","10","10","0",4,1,1,1,1,"4","5","0","0.621","0","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"2","3","11","11","0",4,1,1,1,1,"4","5","0","0.621","0","2",0,1,0,0,1,0,0,0,1,0,0,0,0
"12","16","57","33","20",4,1,1,1,1,"4","10","0","4.389","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","15","55","31","20",4,1,1,1,1,"4","10","0","4.389","0","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"16","28","102","66","20",4,1,1,1,1,"6","15","0","7.913","0","2",1,0,0,0,1,0,0,0,0,0,1,0,0
"16","31","101","68","40",4,1,1,1,1,"6","15","0","7.913","0","2",1,0,0,0,1,0,0,0,0,0,1,0,0
"9","17","61","31","20",4,1,1,1,1,"6","10","0","4.367","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"9","16","60","28","40",4,1,1,1,1,"6","10","0","4.367","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"3","4","15","14","39",1,1,1,1,1,"6","6","0","0.734","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"3","4","14","12","40",1,1,1,1,1,"6","7","0","0.734","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"6","8","19","19","0",1,1,1,1,1,"12","14","0","0.676","1","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"4","6","19","19","0",1,1,1,1,1,"12","14","0","0.676","1","3",1,0,0,0,1,0,1,0,0,0,0,0,0
"3","5","18","18","0",1,1,1,1,1,"4","15","0","1.253","1","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"5","6","18","18","0",1,1,1,1,1,"4","15","0","1.253","1","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"10","8","28","25","40",4,1,1,1,1,"4","14","0","3.117","1","3",1,0,0,0,1,0,0,0,0,0,0,1,0
"10","9","28","32","40",4,1,1,1,1,"4","30","0","3.117","1","3",1,0,0,0,1,0,0,0,0,0,0,1,0
"3","5","18","18","0",1,1,1,1,1,"5","15","0","1.253","1","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"5","6","18","18","0",1,1,1,1,1,"5","15","0","1.253","1","3",1,0,0,0,1,0,0,0,1,0,0,0,0
"12.5","21","83","36","20",4,1,1,1,1,"5","20","0","5.016","1","3",1,0,0,0,1,0,0,0,0,0,0,0,0
"11","24","81","37","20",4,1,1,1,1,"5","20","0","5.016","1","3",1,0,0,0,1,0,0,0,0,0,0,0,0
"32","63","230","69","14",4,1,1,1,1,"8","45","0","17.429","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"6","5","3","3","0",1,1,1,1,1,"8","5","0","0.769","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9.5","5","3","3","0",1,1,1,1,1,"8","5","0","0.769","1","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"8.5","12","40","62","15",4,1,1,1,1,"8","25","0","2.481","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"26","53","192","87","30",4,1,1,1,1,"8","30","0","14.924","1","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"5","6","20","20","0",4,1,1,1,1,"8","5","0","0.721","1","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"4","6","19","19","0",4,1,1,1,1,"1","5","0","0.721","1","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"27.5","69","256","136","30",4,1,1,1,1,"2","30","0","19.242","5","5",1,0,0,0,1,0,0,0,0,0,0,0,1
"24","88","264","126","10",4,1,1,1,1,"2","40","0","19.242","5","5",1,0,0,0,1,0,0,0,0,0,0,0,1
"13.5","22","82","38","20",4,1,1,1,1,"2","10","0","5.737","5","5",0,1,0,0,1,0,1,0,0,0,0,0,0
"12.5","21","81","38","20",4,1,1,1,1,"2","25","0","5.737","5","5",0,1,0,0,1,0,1,0,0,0,0,0,0
"5","6","23","24","40",4,1,1,1,1,"5","8","0","1.629","2","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"16","23","65","35","40",4,1,1,1,1,"5","17","0","3.977","2","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"9","10","40","35","60",4,1,1,1,1,"5","5","0","1.72","2","2",0,1,1,0,0,0,0,0,0,0,1,0,0
"7","8","30","23","20",4,1,1,1,1,"5","13","0","2.175","2","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"3","4","10","10","0",4,1,1,1,1,"5","5","0","0.667","2","2",0,1,1,0,0,0,0,0,0,1,0,0,0
"5","6","23","24","40",4,1,1,1,1,"5","8","0","1.629","2","2",1,0,1,0,0,0,1,0,0,0,0,0,0
"16","23","65","35","40",4,1,1,1,1,"5","17","0","3.977","2","2",1,0,1,0,0,0,1,0,0,0,0,0,0
"10","10","40","35","60",4,1,1,1,1,"5","5","0","1.72","2","2",1,0,1,0,0,0,0,0,0,0,1,0,0
"7","8","30","23","40",4,1,1,1,1,"5","13","0","2.175","2","2",1,0,1,0,0,0,1,0,0,0,0,0,0
"3","4","4","4","0",4,1,1,1,1,"5","5","0","0.667","2","2",1,0,1,0,0,0,0,0,0,1,0,0,0
"7","13","46","32","30",4,1,1,1,1,"2","15","0","2.546","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"9","13","49","36","40",4,1,1,1,1,"2","30","0","2.546","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"21","54","189","189","0",4,1,1,1,1,"2","30","0","16.096","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"19","57","192","192","0",4,1,1,1,1,"2","30","0","16.096","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"21","54","189","189","0",4,1,1,1,1,"2","30","0","16.096","2","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"19","57","192","192","0",4,1,1,1,1,"2","30","0","16.096","2","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"5","6","23","24","40",4,1,1,1,1,"2","10","0","1.701","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"6","9","24","22","40",4,1,1,1,1,"2","10","0","1.701","0","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"7.5","15","53","39","6",4,1,1,1,1,"1","20","0","4.054","0","2",0,1,0,0,1,0,0,0,0,0,0,0,0
"23","34","125","67","15",4,1,1,1,1,"1","20","0","9.225","0","1",0,1,0,0,1,0,0,0,0,0,0,0,0
"12","19","59","35","40",4,1,1,1,1,"2","30","0","5.045","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"12","19","60","36","40",4,1,1,1,1,"2","30","0","5.045","0","1",0,1,0,0,1,0,1,0,0,0,0,0,0
"22","33","120","51","60",4,1,1,1,1,"3","30","0","9.301","3","2",1,0,0,0,1,0,0,0,0,0,1,0,0
"7","113","41","27","40",2,1,1,1,1,"2","20","0","3.104","3","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"7","13","41","35","61",2,1,1,1,1,"2","30","0","3.104","3","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"10","8","26","26","0",4,1,1,1,1,"2","30","0","3.463","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"11","9","27","27","0",4,1,1,1,1,"2","30","0","3.463","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"10","9","36","31","15",4,1,1,1,1,"4","25","0","3.985","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"10","10","36","28","20",4,1,1,1,1,"4","25","0","3.985","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"10","9","36","29","3",4,1,1,1,1,"4","20","0","3.985","0","2",0,1,0,0,1,1,0,0,0,0,0,0,0
"12.5","10","36","28","20",4,1,1,1,1,"4","20","0","3.985","0","2",0,1,0,0,1,1,0,0,0,0,0,0,0
"10","9","36","29","20",4,1,1,1,1,"2","25","0","3.985","0","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"12.5","10","36","28","20",4,1,1,1,1,"2","20","0","3.985","0","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"5","10","35","21","20",4,1,1,1,1,"4","9","0","2.719","0","1",0,1,0,1,0,0,0,0,0,1,0,0,0
"5","9","35","22","40",4,1,1,1,1,"4","5","0","2.719","0","1",0,1,0,1,0,0,0,0,0,1,0,0,0
"5","10","35","20","40",4,1,1,1,1,"4","5","0","2.719","0","1",0,1,0,1,0,0,0,0,0,1,0,0,0
"5","9","35","22","20",4,1,1,1,1,"4","6","0","2.719","0","1",0,1,0,1,0,0,0,0,0,1,0,0,0
"40","80","282","90","10",3,1,1,1,1,"10","75","12","22.75103179","0","1",0,1,1,0,0,0,0,1,0,0,0,0,0
"42.5","72","248","73","5",3,1,1,1,1,"10","63","8","20.03203179","0","1",0,1,1,0,0,0,0,1,0,0,0,0,0
"5","9","35","22","20",4,1,1,1,1,"10","6","0","2.719","0","1",0,1,1,0,0,0,0,0,0,1,0,0,0
"32","66","220","67","7",3,1,1,1,1,"10","74","4","23.18437528","0","1",1,0,1,0,0,0,0,1,0,0,0,0,0
"27.5","57","192","45","5",3,1,1,1,1,"10","46","6","18.74676233","0","1",1,0,1,0,0,0,0,1,0,0,0,0,0
"5","9","35","22","20",4,1,1,1,1,"10","6","0","2.719","0","1",1,0,1,0,0,0,0,0,0,1,0,0,0
"17","45","134","83","36",4,1,1,1,1,"2","15","0","9.104","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"15","39","130","83","40",4,1,1,1,1,"2","15","0","9.104","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"3","4","17","17","0",4,1,1,1,1,"7","15","0","2.08","2","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"100","154","533","161","16",4,1,1,1,1,"7","70","0","41.788","2","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"4.5","4","12","11","30",1,1,1,1,1,"7","5","0","0.263","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"5.5","6","13","12","30",1,1,1,1,1,"7","5","0","0.263","2","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"50","163","527","129","20",4,1,1,1,1,"7","40","0","40.002","2","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"3","4","17","17","0",4,1,1,1,1,"7","10","0","2.08","2","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"4","4","17","17","0",4,1,1,1,1,"7","12","0","2.08","2","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"3","4","17","17","0",4,1,1,1,1,"2","15","0","2.08","2","2",0,1,1,0,0,1,0,0,0,0,0,0,0
"4","4","17","17","0",4,1,1,1,1,"2","12","0","2.08","2","2",0,1,1,0,0,1,0,0,0,0,0,0,0
"3","3","10","10","0",4,1,1,1,1,"3","5","0","0.667","2","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"10","11","36","20","40",4,1,1,1,1,"3","20","0","3.145","2","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"9","9","27","26","40",4,1,1,1,1,"3","15","0","3.138","2","2",1,0,0,0,1,0,1,0,0,0,0,0,0
"5","6","23","24","30",4,1,1,1,1,"5","8","0","1.629","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"16","23","65","36","20",4,1,1,1,1,"5","17","0","3.977","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"9","10","40","37","20",4,1,1,1,1,"5","5","0","1.72","2","2",0,1,0,0,1,0,0,0,0,0,1,0,0
"7","8","30","25","20",4,1,1,1,1,"5","13","0","2.175","2","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"3","4","10","10","0",4,1,1,1,1,"5","5","0","0.667","2","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"3","3","10","10","0",4,1,1,1,1,"2","5","0","0.667","2","2",1,0,0,0,0,0,0,0,0,0,0,1,0
"3","4","10","10","0",4,1,1,1,1,"2","6","0","0.667","2","2",1,0,0,0,0,0,0,0,0,0,0,1,0
"77.5","262","1015","124","126",4,1,1,1,1,"7","75","0","77.27","0","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"16","48","180","180","0",4,1,1,1,1,"7","35","0","17.02","0","2",1,0,0,0,1,0,0,0,0,1,0,0,0
"45","122","447","447","0",4,1,1,1,1,"7","25","0","47.031","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"40","98","381","103","122",4,1,1,1,1,"7","45","0","30.382","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"77.5","263","1015","160","20",4,1,1,1,1,"7","70","0","77.27","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"35","114","398","104","20",4,1,1,1,1,"7","34","0","30.737","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"32.5","109","363","88","20",4,1,1,1,1,"7","35","0","30.737","0","2",1,0,0,0,1,0,0,0,0,0,0,1,0
"77.5","262","1015","124","124",4,1,1,1,1,"7","75","0","77.27","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"16","48","180","180","0",4,1,1,1,1,"7","35","0","17.02","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"45","122","447","447","0",4,1,1,1,1,"7","25","0","47.031","0","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"40","98","381","103","122",4,1,1,1,1,"7","45","0","30.382","0","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"75","255","1015","160","20",4,1,1,1,1,"7","70","0","77.27","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"35","114","398","104","20",4,1,1,1,1,"7","34","0","30.737","0","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"35","118","399","93","20",4,1,1,1,1,"7","35","0","30.737","0","2",0,1,0,0,1,0,0,0,0,0,0,1,0
"5","6","21","14","20",1,1,1,1,1,"4","15","0","1.705","0","1",1,0,0,0,0,0,0,1,0,0,0,0,0
"4","5","21","15","20",1,1,1,1,1,"2","20","0","1.756","0","1",0,1,1,0,0,0,0,1,0,0,0,0,0
"5","6","21","14","20",1,1,1,1,1,"2","20","0","1.756","0","1",0,1,1,0,0,0,0,1,0,0,0,0,0
"19","35","119","44","7",4,1,1,1,1,"5","15","0","9.553","0","1",1,0,0,0,0,0,0,0,0,0,0,1,0
"24","55","203","51","20",4,1,1,1,1,"5","20","0","16.285","0","1",1,0,0,0,0,0,0,0,0,0,0,1,0
"17","30","106","29","20",3,1,1,1,1,"5","95","42","9.936","0","1",1,0,0,0,0,0,0,0,0,0,0,1,0
"5","5","21","14","10",3,1,1,1,1,"6","41","6","2.62","0","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"5","6","21","14","20",3,1,1,1,1,"6","63","15","2.62","0","2",0,1,1,0,0,0,1,0,0,0,0,0,0
"3","3","10","10","0",4,1,1,1,1,"4","1","0","1.029","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"3","3","10","10","0",4,1,1,1,1,"4","15","0","1.029","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"3","3","10","10","0",4,1,1,1,1,"4","24","0","1.029","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"3","3","10","10","20",4,1,1,1,1,"4","6","0","1.029","0","2",0,1,0,0,1,0,0,0,0,1,0,0,0
"22","44","150","82","15",4,1,1,1,1,"2","21","0","10.077","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"16","47","161","83","14",4,1,1,1,1,"2","20","0","10.077","0","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"3","3","10","10","0",4,1,1,1,1,"2","1","0","1.029","0","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"3","3","10","10","20",4,1,1,1,1,"2","6","0","1.029","0","2",1,0,1,0,0,0,0,1,0,0,0,0,0
"5","5","21","15","20",3,1,1,1,1,"4","34","0","2.603","0","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"4","5","20","15","30",3,1,1,1,1,"4","18","0","1.633","0","2",1,0,1,0,0,1,0,0,0,0,0,0,0
"36","55","180","67","20",3,1,1,1,1,"6","44","1","15.57","2","2",0,1,0,0,1,0,0,0,0,0,0,0,1
"17","20","82","52","19",4,1,1,1,1,"3","20","0","6.882","1","1",1,0,0,0,1,0,0,0,0,0,0,1,0
"30","48","162","95","40",4,1,1,1,1,"3","20","0","12.287","1","1",1,0,0,0,1,0,0,0,0,0,0,1,0
"13","25","88","47","30",4,1,1,1,1,"3","12","0","6.882","1","1",1,0,0,0,1,0,0,0,0,0,0,0,1
"4","4","17","11","30",4,1,1,1,1,"3","5","0","2.638","1","2",0,1,0,0,1,0,1,0,0,0,0,0,0
"23","49","157","56","20",4,1,1,1,1,"2","25","0","12.558","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
"4","5","17","17","30",4,1,1,1,1,"2","20","0","12.558","1","2",1,0,0,0,1,0,0,0,0,0,0,0,1
